ts,ax,ay,az,gx,gy,gz,mx,my,mz
281990,2840.0,677.0,2747.0,300.0,1270.0,-78.0,2855.0,-453.0,-2383.0
282240,2840.0,677.0,2747.0,1124.0,-9377.0,378.0,2855.0,-453.0,-2383.0
282490,812.0,532.0,3960.0,2476.0,-14153.0,2420.0,1643.0,-283.0,-3042.0
282740,-1193.0,244.0,3807.0,1523.0,-5499.0,77.0,1643.0,-283.0,-3042.0
282990,-1193.0,244.0,3807.0,2023.0,-5225.0,469.0,1643.0,-283.0,-3042.0
283240,-2356.0,-74.0,3265.0,1167.0,-3808.0,1148.0,1643.0,-283.0,-3042.0
283490,-2356.0,-74.0,3265.0,310.0,520.0,54.0,1643.0,-283.0,-3042.0
283740,-2056.0,-80.0,3500.0,-3666.0,22301.0,-1992.0,1643.0,-283.0,-3042.0
283990,1300.0,560.0,3713.0,-2043.0,9972.0,-230.0,1643.0,-283.0,-3042.0
284240,2136.0,819.0,3120.0,-476.0,2412.0,623.0,1643.0,-283.0,-3042.0
284490,2624.0,905.0,2912.0,-194.0,3123.0,130.0,1643.0,-283.0,-3042.0
284740,771.0,629.0,3828.0,3247.0,-17064.0,1756.0,1643.0,-283.0,-3042.0
284990,-1041.0,273.0,3862.0,1772.0,-7791.0,1557.0,1643.0,-283.0,-3042.0
285240,-1638.0,25.0,3744.0,1790.0,-3224.0,232.0,1643.0,-283.0,-3042.0
285490,-1663.0,0.0,3704.0,325.0,-448.0,-91.0,1643.0,-283.0,-3042.0
285740,-414.0,196.0,3902.0,-3220.0,17014.0,-1593.0,1069.0,-229.0,-3183.0
285990,-414.0,196.0,3902.0,-2984.0,10152.0,-218.0,1069.0,-229.0,-3183.0
286240,1980.0,1076.0,3237.0,282.0,2107.0,-693.0,1069.0,-229.0,-3183.0
286490,2473.0,999.0,2930.0,83.0,795.0,-74.0,1069.0,-229.0,-3183.0
286740,2473.0,999.0,2930.0,-144.0,2715.0,155.0,1069.0,-229.0,-3183.0
286990,2258.0,1023.0,3094.0,4325.0,-22116.0,295.0,1069.0,-229.0,-3183.0
287240,-598.0,452.0,3846.0,2373.0,-10031.0,2339.0,1069.0,-229.0,-3183.0
287490,-598.0,452.0,3846.0,1086.0,-2081.0,-98.0,1069.0,-229.0,-3183.0
287740,-1074.0,321.0,3901.0,-342.0,6497.0,-1665.0,1069.0,-229.0,-3183.0
287990,-1074.0,321.0,3901.0,-5977.0,2618.0,2173.0,1069.0,-229.0,-3183.0
288240,449.0,1335.0,3655.0,-1408.0,-871.0,661.0,1069.0,-229.0,-3183.0
288490,310.0,1653.0,3468.0,2998.0,1460.0,-1534.0,1069.0,-229.0,-3183.0
288740,611.0,1298.0,3581.0,5419.0,-5920.0,-3462.0,1069.0,-229.0,-3183.0
288990,166.0,406.0,3932.0,2601.0,-4941.0,-4446.0,1655.0,-421.0,-3130.0
289240,166.0,406.0,3932.0,8431.0,-942.0,-2266.0,1655.0,-421.0,-3130.0
289490,-121.0,-735.0,3829.0,6909.0,482.0,-2226.0,1655.0,-421.0,-3130.0
289740,178.0,-2153.0,3312.0,1459.0,-608.0,166.0,1655.0,-421.0,-3130.0
289990,178.0,-2153.0,3312.0,1826.0,3393.0,1852.0,1655.0,-421.0,-3130.0
290240,1040.0,-2253.0,3108.0,-22458.0,-6684.0,8690.0,1655.0,-421.0,-3130.0
290490,1040.0,-2253.0,3108.0,-5104.0,-2514.0,-1219.0,1655.0,-421.0,-3130.0
290740,1040.0,-2253.0,3108.0,361.0,-190.0,-33.0,1655.0,-421.0,-3130.0
290990,544.0,-84.0,3942.0,346.0,-179.0,-34.0,1655.0,-421.0,-3130.0
291240,544.0,-84.0,3942.0,336.0,-175.0,-34.0,1655.0,-421.0,-3130.0
291490,546.0,-84.0,3954.0,338.0,-182.0,-31.0,1655.0,-421.0,-3130.0
291740,544.0,-82.0,3938.0,340.0,-183.0,-44.0,1655.0,-421.0,-3130.0
291990,551.0,-77.0,3942.0,358.0,-193.0,-32.0,1655.0,-421.0,-3130.0
292240,543.0,-82.0,3950.0,343.0,-191.0,-37.0,1551.0,69.0,-3272.0
292490,549.0,-84.0,3948.0,338.0,-198.0,-43.0,1551.0,69.0,-3272.0
292740,552.0,-85.0,3944.0,343.0,-197.0,-47.0,1551.0,69.0,-3272.0
292990,552.0,-85.0,3944.0,371.0,-180.0,-14.0,1551.0,69.0,-3272.0
293240,543.0,-76.0,3947.0,321.0,-178.0,-29.0,1551.0,69.0,-3272.0
293490,550.0,-74.0,3950.0,348.0,-186.0,-43.0,1551.0,69.0,-3272.0
293740,550.0,-74.0,3950.0,324.0,-192.0,-44.0,1551.0,69.0,-3272.0
293990,543.0,-79.0,3942.0,356.0,-196.0,-21.0,1551.0,69.0,-3272.0
294240,548.0,-75.0,3940.0,362.0,-183.0,-21.0,1551.0,69.0,-3272.0
294490,556.0,-79.0,3955.0,366.0,-179.0,-32.0,1551.0,69.0,-3272.0
