ts,ax,ay,az,gx,gy,gz,mx,my,mz
210240,2856.0,-85.0,2730.0,-179.0,2389.0,-1365.0,-83.0,-251.0,-2830.0
210490,3198.0,-211.0,2359.0,-69.0,448.0,156.0,-83.0,-251.0,-2830.0
210740,3138.0,-131.0,2365.0,216.0,133.0,-6.0,-83.0,-251.0,-2830.0
210990,3261.0,-142.0,2307.0,296.0,-972.0,-9.0,-83.0,-251.0,-2830.0
211240,3235.0,-137.0,2259.0,263.0,46.0,-162.0,3183.0,-87.0,-2501.0
211490,3178.0,-135.0,2458.0,763.0,-4556.0,-28.0,3183.0,-87.0,-2501.0
211740,2395.0,-242.0,3128.0,326.0,-3259.0,467.0,3183.0,-87.0,-2501.0
211990,2074.0,-183.0,3385.0,268.0,-3029.0,67.0,3183.0,-87.0,-2501.0
212240,1499.0,-94.0,3609.0,145.0,-3749.0,477.0,3183.0,-87.0,-2501.0
212490,1042.0,-147.0,3759.0,824.0,-3023.0,239.0,3183.0,-87.0,-2501.0
212740,443.0,-195.0,3961.0,411.0,-6243.0,-957.0,3183.0,-87.0,-2501.0
212990,-161.0,-204.0,3932.0,404.0,-2412.0,-685.0,3183.0,-87.0,-2501.0
213240,-161.0,-204.0,3932.0,466.0,-3145.0,-739.0,3183.0,-87.0,-2501.0
213490,-908.0,-185.0,3935.0,594.0,-2069.0,-578.0,3183.0,-87.0,-2501.0
213740,-1467.0,-119.0,3765.0,105.0,-2075.0,-194.0,3183.0,-87.0,-2501.0
213990,-1467.0,-119.0,3765.0,149.0,-1907.0,-131.0,3183.0,-87.0,-2501.0
214240,-1810.0,-97.0,3614.0,449.0,407.0,-81.0,3183.0,-87.0,-2501.0
214490,-1810.0,-97.0,3614.0,316.0,117.0,71.0,363.0,-217.0,-3064.0
214740,-1757.0,-113.0,3568.0,302.0,-693.0,211.0,363.0,-217.0,-3064.0
214990,-2080.0,-175.0,3395.0,247.0,-2650.0,113.0,363.0,-217.0,-3064.0
215240,-2272.0,-162.0,3258.0,323.0,317.0,-280.0,363.0,-217.0,-3064.0
215490,-2440.0,-88.0,3290.0,717.0,2212.0,-129.0,363.0,-217.0,-3064.0
215740,-2440.0,-88.0,3290.0,974.0,3643.0,-317.0,363.0,-217.0,-3064.0
215990,-2047.0,-153.0,3456.0,967.0,7277.0,543.0,685.0,-59.0,-3288.0
216240,-359.0,-355.0,4042.0,522.0,3208.0,629.0,685.0,-59.0,-3288.0
216490,-359.0,-355.0,4042.0,631.0,4810.0,-421.0,685.0,-59.0,-3288.0
216740,404.0,-429.0,3984.0,587.0,4844.0,-429.0,685.0,-59.0,-3288.0
216990,1577.0,-503.0,3639.0,537.0,3288.0,176.0,685.0,-59.0,-3288.0
217240,1577.0,-503.0,3639.0,378.0,1548.0,81.0,685.0,-59.0,-3288.0
217490,2092.0,-474.0,3341.0,46.0,2059.0,380.0,685.0,-59.0,-3288.0
217740,2610.0,-464.0,2945.0,451.0,2271.0,30.0,685.0,-59.0,-3288.0
217990,2726.0,-462.0,2750.0,165.0,1728.0,-187.0,685.0,-59.0,-3288.0
218240,2929.0,-414.0,2768.0,-239.0,456.0,-381.0,685.0,-59.0,-3288.0
218490,2970.0,-453.0,2576.0,176.0,1797.0,-220.0,685.0,-59.0,-3288.0
218740,3169.0,-416.0,2373.0,186.0,962.0,-32.0,685.0,-59.0,-3288.0
218990,3354.0,-461.0,2144.0,259.0,2041.0,-481.0,685.0,-59.0,-3288.0
219240,3398.0,-536.0,1985.0,405.0,-730.0,-19.0,3451.0,87.0,-2429.0
219490,3427.0,-516.0,2008.0,274.0,-673.0,64.0,3451.0,87.0,-2429.0
219740,3005.0,-501.0,2492.0,124.0,-3901.0,-27.0,3451.0,87.0,-2429.0
219990,2457.0,-471.0,3264.0,351.0,-8240.0,-134.0,3451.0,87.0,-2429.0
220240,1452.0,-516.0,3682.0,397.0,-5708.0,278.0,3451.0,87.0,-2429.0
220490,528.0,-623.0,3860.0,710.0,-6647.0,-283.0,3451.0,87.0,-2429.0
220740,-332.0,-623.0,3934.0,-131.0,-4486.0,-327.0,3451.0,87.0,-2429.0
220990,-537.0,-620.0,3834.0,-878.0,-3994.0,-395.0,3451.0,87.0,-2429.0
221240,-1097.0,-369.0,3815.0,-195.0,-2925.0,-138.0,3451.0,87.0,-2429.0
221490,-1946.0,-135.0,3524.0,-248.0,-1698.0,44.0,3451.0,87.0,-2429.0
221740,-1946.0,-135.0,3524.0,468.0,773.0,-15.0,3451.0,87.0,-2429.0
221990,-2023.0,-126.0,3504.0,201.0,-408.0,207.0,3451.0,87.0,-2429.0
222240,-2018.0,-118.0,3486.0,776.0,1745.0,-256.0,3451.0,87.0,-2429.0
222490,-2018.0,-118.0,3486.0,1301.0,9804.0,3892.0,665.0,-19.0,-3399.0
222740,-7.0,-322.0,4509.0,1681.0,-206.0,-1474.0,665.0,-19.0,-3399.0
222990,79.0,-590.0,3981.0,399.0,1837.0,-402.0,665.0,-19.0,-3399.0
223240,216.0,-613.0,3957.0,202.0,-373.0,-831.0,665.0,-19.0,-3399.0
223490,152.0,-799.0,3944.0,5462.0,-181.0,-744.0,665.0,-19.0,-3399.0
223740,152.0,-799.0,3944.0,4512.0,2076.0,114.0,665.0,-19.0,-3399.0
223990,401.0,-1911.0,3507.0,3066.0,712.0,-307.0,665.0,-19.0,-3399.0
224240,560.0,-2495.0,3047.0,2626.0,237.0,420.0,665.0,-19.0,-3399.0
224490,586.0,-2546.0,2995.0,-2812.0,127.0,728.0,665.0,-19.0,-3399.0
224740,853.0,-778.0,3804.0,-9082.0,-1200.0,2197.0,665.0,-19.0,-3399.0
224990,853.0,-778.0,3804.0,-5590.0,-395.0,376.0,665.0,-19.0,-3399.0
225240,853.0,-778.0,3804.0,-2953.0,-1254.0,-133.0,665.0,-19.0,-3399.0
225490,853.0,-778.0,3804.0,-6826.0,12.0,-1298.0,665.0,-19.0,-3399.0
225740,853.0,-778.0,3804.0,-9196.0,-570.0,-507.0,1681.0,-1209.0,-1927.0
225990,752.0,3062.0,2501.0,-1422.0,-71.0,-2015.0,1681.0,-1209.0,-1927.0
226240,752.0,3062.0,2501.0,-744.0,-14.0,-94.0,1681.0,-1209.0,-1927.0
226490,905.0,3213.0,2291.0,77.0,149.0,148.0,1681.0,-1209.0,-1927.0
226740,908.0,3177.0,2290.0,1829.0,-226.0,-318.0,1681.0,-1209.0,-1927.0
226990,908.0,3177.0,2290.0,1597.0,-457.0,-9.0,1681.0,-1209.0,-1927.0
227240,682.0,2897.0,2622.0,-157.0,-1573.0,2080.0,1681.0,-1209.0,-1927.0
227490,277.0,2729.0,2860.0,1417.0,-2829.0,-103.0,1681.0,-1209.0,-1927.0
227740,206.0,2582.0,2985.0,5177.0,-2806.0,-1888.0,1681.0,-1209.0,-1927.0
227990,176.0,1824.0,3604.0,1301.0,186.0,468.0,1681.0,-1209.0,-1927.0
228240,176.0,1824.0,3604.0,-2456.0,-3802.0,1278.0,1681.0,-1209.0,-1927.0
228490,-439.0,1947.0,3468.0,4130.0,3162.0,651.0,1681.0,-1209.0,-1927.0
228740,-439.0,1947.0,3468.0,2662.0,-662.0,282.0,1681.0,-1209.0,-1927.0
228990,-138.0,860.0,4077.0,-852.0,-3145.0,450.0,1353.0,-773.0,-2981.0
229240,49.0,1247.0,3967.0,-721.0,10449.0,-788.0,1353.0,-773.0,-2981.0
229490,49.0,1247.0,3967.0,6071.0,-2375.0,-2164.0,1353.0,-773.0,-2981.0
229740,58.0,185.0,3905.0,4696.0,274.0,-10.0,1353.0,-773.0,-2981.0
229990,120.0,-829.0,3872.0,1384.0,-481.0,1019.0,1353.0,-773.0,-2981.0
230240,120.0,-829.0,3872.0,1354.0,575.0,-625.0,1353.0,-773.0,-2981.0
230490,224.0,-872.0,3421.0,5725.0,-1290.0,-1480.0,1353.0,-773.0,-2981.0
230740,115.0,-1268.0,3774.0,4521.0,582.0,410.0,1629.0,415.0,-3652.0
230990,115.0,-1268.0,3774.0,5370.0,-372.0,1578.0,1629.0,415.0,-3652.0
231240,322.0,-2301.0,3254.0,4146.0,-383.0,-88.0,1629.0,415.0,-3652.0
231490,322.0,-2301.0,3254.0,2170.0,-154.0,-256.0,1629.0,415.0,-3652.0
231740,337.0,-2767.0,2873.0,-1838.0,-461.0,752.0,1629.0,415.0,-3652.0
231990,337.0,-2308.0,3449.0,-11258.0,-753.0,303.0,1629.0,415.0,-3652.0
232240,337.0,-2308.0,3449.0,-5756.0,-2463.0,1086.0,1629.0,415.0,-3652.0
232490,198.0,-231.0,3990.0,-3856.0,-1069.0,-378.0,1629.0,415.0,-3652.0
232740,143.0,65.0,4024.0,-7484.0,1595.0,-1268.0,1629.0,415.0,-3652.0
232990,166.0,1126.0,3947.0,-4711.0,609.0,-396.0,1629.0,415.0,-3652.0
233240,311.0,2166.0,3193.0,-3557.0,-170.0,-1024.0,1629.0,415.0,-3652.0
233490,427.0,2458.0,3115.0,-5215.0,-195.0,-186.0,1629.0,415.0,-3652.0
233740,498.0,3209.0,2327.0,-1107.0,-105.0,311.0,1629.0,415.0,-3652.0
233990,498.0,3209.0,2327.0,4208.0,-784.0,-1364.0,1715.0,-1299.0,-1210.0
234240,564.0,2955.0,2536.0,3798.0,-1276.0,55.0,1715.0,-1299.0,-1210.0
234490,481.0,2070.0,3350.0,4384.0,1224.0,3298.0,1715.0,-1299.0,-1210.0
234740,481.0,2070.0,3350.0,8367.0,-1616.0,-1046.0,1715.0,-1299.0,-1210.0
234990,218.0,573.0,3979.0,6973.0,258.0,-280.0,1715.0,-1299.0,-1210.0
235240,317.0,-1493.0,3550.0,8157.0,543.0,-410.0,1715.0,-1299.0,-1210.0
235490,317.0,-1493.0,3550.0,4920.0,960.0,-196.0,1715.0,-1299.0,-1210.0
235740,630.0,-2635.0,2882.0,4966.0,981.0,-490.0,1715.0,-1299.0,-1210.0
235990,820.0,-2808.0,2717.0,-6842.0,1347.0,2029.0,1715.0,-1299.0,-1210.0
236240,921.0,-2205.0,3161.0,-8002.0,866.0,1329.0,1715.0,-1299.0,-1210.0
236490,1051.0,-473.0,3603.0,-10600.0,-871.0,1638.0,1715.0,-1299.0,-1210.0
236740,1051.0,-473.0,3603.0,-5210.0,-609.0,-140.0,1715.0,-1299.0,-1210.0
236990,1089.0,1926.0,3383.0,-4902.0,254.0,122.0,1715.0,-1299.0,-1210.0
237240,1031.0,2892.0,2539.0,-7243.0,188.0,696.0,1923.0,-1171.0,-2081.0
237490,1053.0,3227.0,2298.0,-5635.0,-53.0,1.0,1923.0,-1171.0,-2081.0
237740,1095.0,3704.0,1273.0,3584.0,-176.0,287.0,1923.0,-1171.0,-2081.0
237990,1095.0,3704.0,1273.0,1990.0,-4660.0,936.0,1923.0,-1171.0,-2081.0
238240,659.0,3309.0,2118.0,12945.0,3252.0,2274.0,1923.0,-1171.0,-2081.0
238490,693.0,1798.0,3372.0,8739.0,-319.0,365.0,1923.0,-1171.0,-2081.0
238740,773.0,1289.0,3585.0,3174.0,-1408.0,-1057.0,1923.0,-1171.0,-2081.0
238990,484.0,261.0,3813.0,8220.0,273.0,239.0,1923.0,-1171.0,-2081.0
239240,484.0,261.0,3813.0,4170.0,-615.0,-317.0,1923.0,-1171.0,-2081.0
239490,517.0,-1586.0,3611.0,3647.0,292.0,-656.0,1923.0,-1171.0,-2081.0
239740,628.0,-2848.0,2830.0,5264.0,541.0,-848.0,1923.0,-1171.0,-2081.0
239990,628.0,-2848.0,2830.0,-2507.0,408.0,807.0,1923.0,-1171.0,-2081.0
240240,664.0,-2881.0,2712.0,-7833.0,-1084.0,1572.0,1923.0,-1171.0,-2081.0
240490,575.0,-80.0,3778.0,-16097.0,-2160.0,1593.0,1805.0,1049.0,-3702.0
240740,575.0,-80.0,3778.0,-8446.0,140.0,-1991.0,1805.0,1049.0,-3702.0
240990,620.0,2182.0,3084.0,-5644.0,-506.0,-1014.0,1805.0,1049.0,-3702.0
241240,596.0,3202.0,2184.0,-5704.0,-581.0,688.0,1805.0,1049.0,-3702.0
241490,653.0,3508.0,1915.0,849.0,-65.0,-394.0,1805.0,1049.0,-3702.0
241740,656.0,3374.0,1975.0,2324.0,-5427.0,2332.0,1805.0,1049.0,-3702.0
241990,656.0,3374.0,1975.0,1565.0,-2172.0,2349.0,1805.0,1049.0,-3702.0
242240,222.0,3042.0,2367.0,8567.0,1758.0,2923.0,1805.0,1049.0,-3702.0
242490,222.0,3042.0,2367.0,4305.0,-9421.0,-2585.0,1805.0,1049.0,-3702.0
242740,222.0,3042.0,2367.0,-371.0,2885.0,137.0,1805.0,1049.0,-3702.0
242990,-169.0,1411.0,3663.0,3957.0,-918.0,-367.0,1805.0,1049.0,-3702.0
243240,27.0,341.0,3961.0,6435.0,831.0,728.0,1805.0,1049.0,-3702.0
243490,122.0,99.0,3975.0,4210.0,-5825.0,3524.0,1805.0,1049.0,-3702.0
243740,-177.0,-479.0,4093.0,3448.0,2033.0,1716.0,1485.0,-153.0,-3478.0
243990,-177.0,-479.0,4093.0,6243.0,-570.0,-318.0,1485.0,-153.0,-3478.0
244240,-263.0,-2086.0,3436.0,3220.0,361.0,-423.0,1485.0,-153.0,-3478.0
244490,-263.0,-2086.0,3436.0,1183.0,91.0,18.0,1485.0,-153.0,-3478.0
244740,-216.0,-2379.0,3272.0,-460.0,141.0,240.0,1485.0,-153.0,-3478.0
244990,-236.0,-2285.0,3253.0,2680.0,1847.0,-704.0,1485.0,-153.0,-3478.0
245240,-236.0,-2285.0,3253.0,2493.0,-643.0,-374.0,1399.0,1269.0,-3641.0
245490,-163.0,-2816.0,2880.0,3741.0,79.0,-492.0,1399.0,1269.0,-3641.0
245740,-159.0,-2953.0,2713.0,311.0,-248.0,26.0,1399.0,1269.0,-3641.0
245990,-72.0,-3102.0,2640.0,-7136.0,-308.0,890.0,1399.0,1269.0,-3641.0
246240,5.0,-1761.0,3582.0,-5724.0,-396.0,-856.0,1399.0,1269.0,-3641.0
246490,-18.0,-1347.0,3771.0,-1385.0,-1737.0,1108.0,1399.0,1269.0,-3641.0
246740,-257.0,-522.0,3974.0,-1299.0,88.0,-64.0,1399.0,1269.0,-3641.0
246990,-257.0,-522.0,3974.0,-1769.0,88.0,-41.0,1399.0,1269.0,-3641.0
247240,-132.0,37.0,3996.0,-500.0,113.0,-767.0,1399.0,1269.0,-3641.0
247490,-224.0,719.0,3918.0,-2826.0,-675.0,358.0,1399.0,1269.0,-3641.0
247740,-224.0,719.0,3918.0,-5078.0,-36.0,-1306.0,1399.0,1269.0,-3641.0
247990,110.0,1954.0,3539.0,-3957.0,-86.0,-915.0,1399.0,1269.0,-3641.0
248240,187.0,2824.0,2684.0,-5865.0,175.0,-252.0,1399.0,1269.0,-3641.0
248490,218.0,2956.0,2741.0,-2294.0,105.0,-218.0,1543.0,-1257.0,-1588.0
248740,285.0,3178.0,2478.0,4702.0,-222.0,321.0,1543.0,-1257.0,-1588.0
248990,285.0,3178.0,2478.0,2862.0,-2852.0,-6377.0,1543.0,-1257.0,-1588.0
249240,408.0,2500.0,3052.0,8126.0,-1534.0,2382.0,1543.0,-1257.0,-1588.0
249490,408.0,2500.0,3052.0,5960.0,-5422.0,-34.0,1543.0,-1257.0,-1588.0
249740,-397.0,1589.0,3589.0,-681.0,442.0,679.0,1543.0,-1257.0,-1588.0
249990,110.0,1301.0,3871.0,3869.0,-1106.0,324.0,1543.0,-1257.0,-1588.0
250240,110.0,1301.0,3871.0,5470.0,-805.0,-1072.0,1543.0,-1257.0,-1588.0
250490,-172.0,118.0,4017.0,2038.0,719.0,-127.0,1543.0,-1257.0,-1588.0
250740,1015.0,-139.0,3865.0,-512.0,3421.0,262.0,1543.0,-1257.0,-1588.0
250990,1015.0,-139.0,3865.0,207.0,877.0,513.0,1543.0,-1257.0,-1588.0
251240,1467.0,-158.0,3692.0,693.0,1865.0,-163.0,1543.0,-1257.0,-1588.0
251490,1467.0,-158.0,3692.0,960.0,4355.0,-59.0,1543.0,-1257.0,-1588.0
251740,2240.0,-366.0,3237.0,359.0,-125.0,7.0,2857.0,-29.0,-2906.0
251990,2050.0,-316.0,3465.0,-517.0,-7764.0,1721.0,2857.0,-29.0,-2906.0
252240,705.0,184.0,3966.0,-1903.0,-10799.0,1402.0,2857.0,-29.0,-2906.0
252490,-850.0,436.0,3798.0,-662.0,-8054.0,935.0,2857.0,-29.0,-2906.0
252740,-1686.0,531.0,3646.0,-668.0,-3241.0,253.0,2857.0,-29.0,-2906.0
252990,-2122.0,684.0,3346.0,-560.0,-2802.0,39.0,2857.0,-29.0,-2906.0
253240,-2247.0,750.0,3311.0,129.0,1531.0,-245.0,2857.0,-29.0,-2906.0
253490,-2259.0,770.0,3283.0,1662.0,9621.0,-1225.0,2857.0,-29.0,-2906.0
253740,-775.0,435.0,4026.0,1645.0,5394.0,-135.0,2857.0,-29.0,-2906.0
253990,-775.0,435.0,4026.0,1421.0,5976.0,-1026.0,2857.0,-29.0,-2906.0
254240,861.0,112.0,3846.0,452.0,3111.0,-44.0,2857.0,-29.0,-2906.0
254490,1576.0,-122.0,3570.0,1815.0,6038.0,-1989.0,2857.0,-29.0,-2906.0
254740,1576.0,-122.0,3570.0,478.0,1794.0,154.0,2857.0,-29.0,-2906.0
254990,2234.0,-244.0,3257.0,361.0,265.0,81.0,2751.0,-47.0,-2884.0
255240,2387.0,-238.0,3156.0,436.0,915.0,46.0,2751.0,-47.0,-2884.0
255490,2435.0,-256.0,3131.0,981.0,-1148.0,154.0,2751.0,-47.0,-2884.0
255740,1100.0,-27.0,3784.0,-1861.0,-12676.0,472.0,2751.0,-47.0,-2884.0
255990,-299.0,91.0,3958.0,-95.0,-4689.0,-262.0,2751.0,-47.0,-2884.0
256240,-828.0,152.0,3919.0,102.0,-2258.0,-54.0,2751.0,-47.0,-2884.0
256490,-1399.0,263.0,3769.0,-554.0,-4628.0,634.0,2751.0,-47.0,-2884.0
256740,-1507.0,278.0,3750.0,671.0,911.0,-209.0,2751.0,-47.0,-2884.0
256990,-1756.0,402.0,3614.0,1607.0,4496.0,-609.0,2751.0,-47.0,-2884.0
257240,-1756.0,402.0,3614.0,1135.0,4855.0,-172.0,2751.0,-47.0,-2884.0
257490,518.0,92.0,3861.0,337.0,2933.0,-110.0,2751.0,-47.0,-2884.0
257740,1659.0,-72.0,3537.0,1262.0,5038.0,-1236.0,2751.0,-47.0,-2884.0
257990,1659.0,-72.0,3537.0,885.0,2939.0,-523.0,2751.0,-47.0,-2884.0
258240,2210.0,-231.0,3296.0,669.0,-1732.0,590.0,2783.0,-59.0,-2975.0
258490,1350.0,-167.0,3762.0,-231.0,-12873.0,562.0,2783.0,-59.0,-2975.0
258740,-659.0,73.0,3893.0,210.0,-6248.0,-102.0,2783.0,-59.0,-2975.0
258990,-1353.0,217.0,3812.0,-396.0,-4099.0,369.0,2783.0,-59.0,-2975.0
259240,-1791.0,271.0,3589.0,116.0,-1330.0,1.0,2783.0,-59.0,-2975.0
259490,-1648.0,241.0,3636.0,1435.0,5118.0,-718.0,2783.0,-59.0,-2975.0
259740,363.0,-181.0,4026.0,1302.0,7847.0,-464.0,2783.0,-59.0,-2975.0
259990,363.0,-181.0,4026.0,792.0,-565.0,246.0,2783.0,-59.0,-2975.0
260240,902.0,-210.0,3887.0,2037.0,1388.0,3175.0,2783.0,-59.0,-2975.0
260490,1459.0,-299.0,3703.0,841.0,2962.0,-558.0,2783.0,-59.0,-2975.0
260740,1637.0,-359.0,3555.0,791.0,2604.0,-317.0,2783.0,-59.0,-2975.0
260990,2144.0,-422.0,3336.0,547.0,-1430.0,311.0,2783.0,-59.0,-2975.0
261240,2144.0,-422.0,3336.0,-47.0,-8142.0,1563.0,2783.0,-59.0,-2975.0
261490,813.0,-280.0,3854.0,1284.0,-1003.0,-1410.0,1785.0,-23.0,-3402.0
261740,661.0,-456.0,3813.0,3249.0,-1000.0,-1208.0,1785.0,-23.0,-3402.0
261990,332.0,-575.0,3838.0,10041.0,-1441.0,990.0,1785.0,-23.0,-3402.0
262240,93.0,-2423.0,3217.0,2717.0,-119.0,-308.0,1785.0,-23.0,-3402.0
262490,93.0,-2423.0,3217.0,2380.0,100.0,-200.0,1785.0,-23.0,-3402.0
262740,174.0,-2930.0,2705.0,-1326.0,-242.0,455.0,1785.0,-23.0,-3402.0
262990,360.0,-1607.0,3506.0,-14458.0,941.0,2240.0,1785.0,-23.0,-3402.0
263240,360.0,-1607.0,3506.0,-8644.0,2403.0,954.0,1785.0,-23.0,-3402.0
263490,745.0,1186.0,3744.0,-5771.0,1328.0,-4.0,1785.0,-23.0,-3402.0
263740,990.0,2507.0,2970.0,-5497.0,397.0,-244.0,1785.0,-23.0,-3402.0
263990,990.0,2507.0,2970.0,-2695.0,58.0,-591.0,1785.0,-23.0,-3402.0
264240,1061.0,3184.0,2200.0,-4180.0,-49.0,224.0,1785.0,-23.0,-3402.0
264490,1061.0,3184.0,2200.0,4277.0,-1863.0,653.0,1785.0,-23.0,-3402.0
264740,933.0,2623.0,2702.0,2235.0,-4061.0,1829.0,2033.0,-1279.0,-1715.0
264990,322.0,2118.0,3400.0,4238.0,-4451.0,733.0,2033.0,-1279.0,-1715.0
265240,322.0,2118.0,3400.0,10377.0,-1249.0,-83.0,2033.0,-1279.0,-1715.0
265490,20.0,79.0,4064.0,3482.0,1742.0,3820.0,2033.0,-1279.0,-1715.0
265740,954.0,-182.0,3995.0,3157.0,7887.0,-2251.0,2033.0,-1279.0,-1715.0
265990,1550.0,-637.0,3703.0,522.0,2864.0,31.0,2033.0,-1279.0,-1715.0
266240,1742.0,-607.0,3567.0,-3029.0,-10142.0,4203.0,2033.0,-1279.0,-1715.0
266490,-62.0,234.0,3901.0,-2334.0,-9265.0,669.0,2033.0,-1279.0,-1715.0
266740,-1200.0,280.0,3793.0,160.0,-5090.0,710.0,2033.0,-1279.0,-1715.0
266990,-1574.0,280.0,3669.0,962.0,1300.0,-352.0,2033.0,-1279.0,-1715.0
267240,-277.0,8.0,3936.0,1975.0,16428.0,-1753.0,2033.0,-1279.0,-1715.0
267490,1187.0,-286.0,3712.0,2381.0,3138.0,55.0,2033.0,-1279.0,-1715.0
267740,866.0,91.0,3966.0,1235.0,-8843.0,3258.0,2033.0,-1279.0,-1715.0
267990,470.0,-474.0,3805.0,-3007.0,-10742.0,-903.0,1435.0,-61.0,-3452.0
268240,-1035.0,460.0,3571.0,-3102.0,705.0,-3876.0,1435.0,-61.0,-3452.0
268490,-1035.0,460.0,3571.0,-3984.0,-5567.0,2987.0,1435.0,-61.0,-3452.0
268740,-233.0,325.0,3905.0,-166.0,2814.0,3301.0,1435.0,-61.0,-3452.0
268990,-499.0,830.0,3733.0,-3154.0,-7411.0,2534.0,1435.0,-61.0,-3452.0
269240,-499.0,830.0,3733.0,-793.0,2763.0,-8514.0,1435.0,-61.0,-3452.0
269490,1220.0,1142.0,3567.0,3380.0,4897.0,-7331.0,1435.0,-61.0,-3452.0
269740,1798.0,247.0,3221.0,1279.0,-3968.0,1436.0,1435.0,-61.0,-3452.0
269990,82.0,467.0,4080.0,1614.0,-16846.0,3023.0,1435.0,-61.0,-3452.0
270240,-1341.0,578.0,3954.0,-39.0,-2599.0,-24.0,1435.0,-61.0,-3452.0
270490,-1544.0,513.0,3807.0,-911.0,1665.0,510.0,1435.0,-61.0,-3452.0
270740,-1247.0,604.0,3513.0,-1845.0,12417.0,-3843.0,1435.0,-61.0,-3452.0
270990,1186.0,716.0,3705.0,-35.0,10932.0,-2837.0,1435.0,-61.0,-3452.0
271240,2004.0,591.0,3196.0,1605.0,1625.0,491.0,2591.0,-413.0,-2640.0
271490,1712.0,654.0,3448.0,1147.0,-14857.0,4415.0,2591.0,-413.0,-2640.0
271740,-506.0,531.0,3649.0,1780.0,-8150.0,3353.0,2591.0,-413.0,-2640.0
271990,-1383.0,273.0,3672.0,555.0,-2872.0,131.0,2591.0,-413.0,-2640.0
272240,-1558.0,240.0,3575.0,-239.0,4331.0,327.0,2591.0,-413.0,-2640.0
272490,-153.0,619.0,3989.0,-2681.0,20970.0,-9007.0,2591.0,-413.0,-2640.0
272740,1456.0,928.0,3579.0,-2414.0,10706.0,-2125.0,2591.0,-413.0,-2640.0
272990,2392.0,824.0,3206.0,750.0,-1535.0,40.0,2591.0,-413.0,-2640.0
273240,378.0,935.0,4185.0,2586.0,-17445.0,8926.0,2591.0,-413.0,-2640.0
273490,-1221.0,363.0,3821.0,3357.0,-6583.0,682.0,2591.0,-413.0,-2640.0
273740,-1161.0,351.0,3586.0,3250.0,4205.0,2824.0,2591.0,-413.0,-2640.0
273990,-347.0,-884.0,3815.0,3164.0,2663.0,787.0,2591.0,-413.0,-2640.0
274240,-255.0,-1339.0,3793.0,3036.0,23.0,-134.0,2591.0,-413.0,-2640.0
274490,-205.0,-1533.0,3792.0,441.0,613.0,-641.0,1061.0,795.0,-3501.0
274740,-254.0,-1553.0,3863.0,475.0,-595.0,-58.0,1061.0,795.0,-3501.0
274990,-254.0,-1553.0,3863.0,-403.0,-2427.0,-2391.0,1061.0,795.0,-3501.0
275240,-740.0,-1260.0,4102.0,-12257.0,-555.0,4777.0,1061.0,795.0,-3501.0
275490,5.0,1015.0,4002.0,-5738.0,880.0,3211.0,1061.0,795.0,-3501.0
275740,159.0,1700.0,3724.0,-1393.0,-5725.0,-6062.0,1061.0,795.0,-3501.0
275990,470.0,2274.0,3141.0,-4518.0,-644.0,1534.0,1355.0,-1009.0,-2138.0
276240,470.0,2274.0,3141.0,-2255.0,568.0,293.0,1355.0,-1009.0,-2138.0
276490,293.0,3179.0,2383.0,735.0,-690.0,-1192.0,1355.0,-1009.0,-2138.0
276740,547.0,1211.0,3990.0,17827.0,4997.0,-781.0,1355.0,-1009.0,-2138.0
276990,547.0,1211.0,3990.0,6985.0,-3342.0,22.0,1355.0,-1009.0,-2138.0
277240,449.0,-449.0,3877.0,3180.0,191.0,-83.0,1355.0,-1009.0,-2138.0
277490,520.0,-683.0,4018.0,2161.0,-2183.0,-588.0,1355.0,-1009.0,-2138.0
277740,520.0,-683.0,4018.0,-91.0,-1264.0,-3163.0,1355.0,-1009.0,-2138.0
277990,-113.0,-894.0,3895.0,55.0,733.0,1389.0,1355.0,-1009.0,-2138.0
278240,-113.0,-894.0,3895.0,-3681.0,-1952.0,-144.0,1355.0,-1009.0,-2138.0
278490,341.0,209.0,3606.0,-2229.0,10880.0,634.0,1355.0,-1009.0,-2138.0
278740,2279.0,672.0,3235.0,-1676.0,8020.0,-364.0,1355.0,-1009.0,-2138.0
278990,2648.0,825.0,2790.0,445.0,423.0,-125.0,1355.0,-1009.0,-2138.0
279240,2807.0,721.0,2706.0,1082.0,-5444.0,257.0,2855.0,-453.0,-2383.0
279490,1001.0,597.0,3811.0,1744.0,-11139.0,1163.0,2855.0,-453.0,-2383.0
279740,-23.0,507.0,3993.0,545.0,-3780.0,426.0,2855.0,-453.0,-2383.0
279990,-827.0,348.0,3934.0,1605.0,-5732.0,1211.0,2855.0,-453.0,-2383.0
280240,-1588.0,124.0,3722.0,1581.0,-4131.0,1294.0,2855.0,-453.0,-2383.0
280490,-1986.0,-73.0,3548.0,900.0,-708.0,94.0,2855.0,-453.0,-2383.0
280740,-2049.0,-107.0,3363.0,-229.0,4959.0,-1151.0,2855.0,-453.0,-2383.0
280990,-1768.0,-78.0,3667.0,-2283.0,16327.0,-3419.0,2855.0,-453.0,-2383.0
281240,1133.0,453.0,3848.0,-2140.0,11973.0,-1752.0,2855.0,-453.0,-2383.0
281490,1133.0,453.0,3848.0,-418.0,5338.0,-1104.0,2855.0,-453.0,-2383.0
281740,2362.0,612.0,3135.0,47.0,965.0,325.0,2855.0,-453.0,-2383.0
